START MPC DATA
Title
  No title given
File version
 1
 
START DENSITY DATA
Self-consistent charge density in reciprocal space
  9.9997547726526148E-01 -5.3541360095120680E+00 -5.2298203095523688E+00
 -9.9997547726526148E-01 -5.3541360095120680E+00  5.2298203095523688E+00
  3.9999019090610459E+00 -4.8187224085608618E+00 -4.2193920754790151E+00
  3.9999019090610459E+00  4.8187224085608618E+00 -4.2193920754790151E+00
 -3.9999019090610459E+00 -4.8187224085608618E+00  4.2193920754790151E+00
 -3.9999019090610459E+00  4.8187224085608618E+00  4.2193920754790151E+00
 -2.4999386931631538E+00 -6.9603768123656886E+00  1.5319803231701630E+00
  2.4999386931631538E+00  6.9603768123656886E+00 -1.5319803231701630E+00
 -2.4999386931631538E+00  6.9603768123656886E+00  1.5319803231701630E+00
  2.4999386931631538E+00 -6.9603768123656886E+00 -1.5319803231701630E+00
  2.9999264317957843E+00  1.0708272019024137E+00 -6.8483431366233329E+00
 -2.9999264317957843E+00 -1.0708272019024137E+00  6.8483431366233329E+00
  2.9999264317957843E+00 -1.0708272019024137E+00 -6.8483431366233329E+00
 -2.9999264317957843E+00  1.0708272019024137E+00  6.8483431366233329E+00
 -3.4999141704284153E+00 -1.6062408028536206E+00 -6.4998760553281274E+00
 -3.4999141704284153E+00  1.6062408028536206E+00 -6.4998760553281274E+00
  3.4999141704284153E+00 -1.6062408028536206E+00  6.4998760553281274E+00
  3.4999141704284153E+00  1.6062408028536206E+00  6.4998760553281274E+00
  4.9998773863263075E+00 -5.3541360095120680E+00  1.8477714603451034E+00
  4.9998773863263075E+00  5.3541360095120680E+00  1.8477714603451034E+00
 -4.9998773863263075E+00  5.3541360095120680E+00 -1.8477714603451034E+00
 -4.9998773863263075E+00 -5.3541360095120680E+00 -1.8477714603451034E+00
 -5.4998651249589381E+00  4.2833088076096546E+00 -2.9166603855829911E+00
  5.4998651249589381E+00  4.2833088076096546E+00  2.9166603855829911E+00
 -5.4998651249589381E+00 -4.2833088076096546E+00 -2.9166603855829911E+00
  5.4998651249589381E+00 -4.2833088076096546E+00  2.9166603855829911E+00
 -3.9999019090610459E+00  3.7478952066584479E+00  5.2017384968161009E+00
 -3.9999019090610459E+00 -3.7478952066584479E+00  5.2017384968161009E+00
  3.9999019090610459E+00  3.7478952066584479E+00 -5.2017384968161009E+00
  3.9999019090610459E+00 -3.7478952066584479E+00 -5.2017384968161009E+00
  0.0000000000000000E+00  6.9603768123656886E+00  2.9470392640112575E+00
  0.0000000000000000E+00 -6.9603768123656886E+00  2.9470392640112575E+00
  0.0000000000000000E+00  6.9603768123656886E+00 -2.9470392640112575E+00
  0.0000000000000000E+00 -6.9603768123656886E+00 -2.9470392640112575E+00
 -9.9997547726526148E-01  6.9603768123656886E+00  2.7739542562096542E+00
  9.9997547726526148E-01  6.9603768123656886E+00 -2.7739542562096542E+00
 -9.9997547726526148E-01 -6.9603768123656886E+00  2.7739542562096542E+00
  9.9997547726526148E-01 -6.9603768123656886E+00 -2.7739542562096542E+00
  0.0000000000000000E+00  7.4957904133168958E+00 -9.8234642133708583E-01
  0.0000000000000000E+00  7.4957904133168958E+00  9.8234642133708583E-01
  0.0000000000000000E+00 -7.4957904133168958E+00 -9.8234642133708583E-01
  0.0000000000000000E+00 -7.4957904133168958E+00  9.8234642133708583E-01
  4.9998773863263074E-01  5.3541360095120680E+00 -5.3163628134531704E+00
 -4.9998773863263074E-01  5.3541360095120680E+00  5.3163628134531704E+00
  4.9998773863263074E-01 -5.3541360095120680E+00 -5.3163628134531704E+00
 -4.9998773863263074E-01 -5.3541360095120680E+00  5.3163628134531704E+00
  7.4998160794894613E+00  5.3541360095120683E-01  8.0696434784348348E-01
  7.4998160794894613E+00 -5.3541360095120683E-01  8.0696434784348348E-01
 -7.4998160794894613E+00  5.3541360095120683E-01 -8.0696434784348348E-01
 -7.4998160794894613E+00 -5.3541360095120683E-01 -8.0696434784348348E-01
  5.9998528635915687E+00 -1.0708272019024137E+00  4.4767225214894211E+00
  5.9998528635915687E+00  1.0708272019024137E+00  4.4767225214894211E+00
 -5.9998528635915687E+00 -1.0708272019024137E+00 -4.4767225214894211E+00
 -5.9998528635915687E+00  1.0708272019024137E+00 -4.4767225214894211E+00
 -4.9998773863263074E-01  4.8187224085608618E+00  5.8075360241217133E+00
 -4.9998773863263074E-01 -4.8187224085608618E+00  5.8075360241217133E+00
  4.9998773863263074E-01  4.8187224085608618E+00 -5.8075360241217133E+00
  4.9998773863263074E-01 -4.8187224085608618E+00 -5.8075360241217133E+00
  1.4999632158978922E+00  6.4249632114144823E+00  3.6978399863822058E+00
  1.4999632158978922E+00 -6.4249632114144823E+00  3.6978399863822058E+00
 -1.4999632158978922E+00 -6.4249632114144823E+00 -3.6978399863822058E+00
 -1.4999632158978922E+00  6.4249632114144823E+00 -3.6978399863822058E+00
 -5.4998651249589381E+00 -4.8187224085608618E+00 -1.9343139642459053E+00
 -5.4998651249589381E+00  4.8187224085608618E+00 -1.9343139642459053E+00
  5.4998651249589381E+00 -4.8187224085608618E+00  1.9343139642459053E+00
  5.4998651249589381E+00  4.8187224085608618E+00  1.9343139642459053E+00
  9.9997547726526148E-01  7.4957904133168958E+00  1.7308500780160352E-01
  9.9997547726526148E-01 -7.4957904133168958E+00  1.7308500780160352E-01
 -9.9997547726526148E-01 -7.4957904133168958E+00 -1.7308500780160352E-01
 -9.9997547726526148E-01  7.4957904133168958E+00 -1.7308500780160352E-01
 -1.4999632158978922E+00 -4.8187224085608618E+00  5.6344510163201100E+00
  1.4999632158978922E+00  4.8187224085608618E+00 -5.6344510163201100E+00
 -1.4999632158978922E+00  4.8187224085608618E+00  5.6344510163201100E+00
  1.4999632158978922E+00 -4.8187224085608618E+00 -5.6344510163201100E+00
 -4.4998896476936769E+00  2.1416544038048273E+00 -5.6906146417926449E+00
 -4.4998896476936769E+00 -2.1416544038048273E+00 -5.6906146417926449E+00
  4.4998896476936769E+00  2.1416544038048273E+00  5.6906146417926449E+00
  4.4998896476936769E+00 -2.1416544038048273E+00  5.6906146417926449E+00
 -5.4998651249589381E+00  2.6770680047560340E+00  4.4509377744451530E+00
  5.4998651249589381E+00  2.6770680047560340E+00 -4.4509377744451530E+00
  5.4998651249589381E+00 -2.6770680047560340E+00 -4.4509377744451530E+00
 -5.4998651249589381E+00 -2.6770680047560340E+00  4.4509377744451530E+00
  4.9998773863263074E-01  7.4957904133168958E+00 -8.9580391743628407E-01
 -4.9998773863263074E-01  7.4957904133168958E+00  8.9580391743628407E-01
  4.9998773863263074E-01 -7.4957904133168958E+00 -8.9580391743628407E-01
 -4.9998773863263074E-01 -7.4957904133168958E+00  8.9580391743628407E-01
 -5.4998651249589381E+00 -1.6062408028536206E+00  4.9421109851136960E+00
  5.4998651249589381E+00 -1.6062408028536206E+00 -4.9421109851136960E+00
  5.4998651249589381E+00  1.6062408028536206E+00 -4.9421109851136960E+00
 -5.4998651249589381E+00  1.6062408028536206E+00  4.9421109851136960E+00
  3.4999141704284153E+00 -5.3541360095120680E+00  4.0440100019854128E+00
 -3.4999141704284153E+00 -5.3541360095120680E+00 -4.0440100019854128E+00
  3.4999141704284153E+00  5.3541360095120680E+00  4.0440100019854128E+00
 -3.4999141704284153E+00  5.3541360095120680E+00 -4.0440100019854128E+00
  6.4998406022241992E+00 -2.6770680047560340E+00 -2.8043331346379206E+00
 -6.4998406022241992E+00 -2.6770680047560340E+00  2.8043331346379206E+00
  6.4998406022241992E+00  2.6770680047560340E+00 -2.8043331346379206E+00
 -6.4998406022241992E+00  2.6770680047560340E+00  2.8043331346379206E+00
  9.9997547726526148E-01 -7.4957904133168958E+00 -3.1808820286693940E-01
 -9.9997547726526148E-01  7.4957904133168958E+00  3.1808820286693940E-01
 -9.9997547726526148E-01 -7.4957904133168958E+00  3.1808820286693940E-01
  9.9997547726526148E-01  7.4957904133168958E+00 -3.1808820286693940E-01
 -2.9999264317957843E+00 -2.6770680047560340E+00 -6.4133335514273258E+00
 -2.9999264317957843E+00  2.6770680047560340E+00 -6.4133335514273258E+00
  2.9999264317957843E+00 -2.6770680047560340E+00  6.4133335514273258E+00
  2.9999264317957843E+00  2.6770680047560340E+00  6.4133335514273258E+00
  1.9999509545305230E+00  1.0708272019024137E+00  7.2225949649628074E+00
 -1.9999509545305230E+00 -1.0708272019024137E+00 -7.2225949649628074E+00
 -1.9999509545305230E+00  1.0708272019024137E+00 -7.2225949649628074E+00
  1.9999509545305230E+00 -1.0708272019024137E+00  7.2225949649628074E+00
 -3.9999019090610459E+00  6.4249632114144823E+00 -2.0116682053787116E-01
  3.9999019090610459E+00 -6.4249632114144823E+00  2.0116682053787116E-01
 -3.9999019090610459E+00 -6.4249632114144823E+00 -2.0116682053787116E-01
  3.9999019090610459E+00  6.4249632114144823E+00  2.0116682053787116E-01
  2.4999386931631538E+00 -2.1416544038048273E+00  6.8179642581950670E+00
  2.4999386931631538E+00  2.1416544038048273E+00  6.8179642581950670E+00
 -2.4999386931631538E+00  2.1416544038048273E+00 -6.8179642581950670E+00
 -2.4999386931631538E+00 -2.1416544038048273E+00 -6.8179642581950670E+00
 -9.9997547726526148E-01  2.1416544038048273E+00  7.1945131522265404E+00
 -9.9997547726526148E-01 -2.1416544038048273E+00  7.1945131522265404E+00
  9.9997547726526148E-01  2.1416544038048273E+00 -7.1945131522265404E+00
  9.9997547726526148E-01 -2.1416544038048273E+00 -7.1945131522265404E+00
 -4.4998896476936769E+00  4.8187224085608618E+00 -3.7259217991184732E+00
  4.4998896476936769E+00  4.8187224085608618E+00  3.7259217991184732E+00
 -4.4998896476936769E+00 -4.8187224085608618E+00 -3.7259217991184732E+00
  4.4998896476936769E+00 -4.8187224085608618E+00  3.7259217991184732E+00
 -6.9998283408568307E+00  1.0708272019024137E+00 -2.6851146866168536E+00
 -6.9998283408568307E+00 -1.0708272019024137E+00 -2.6851146866168536E+00
  6.9998283408568307E+00  1.0708272019024137E+00  2.6851146866168536E+00
  6.9998283408568307E+00 -1.0708272019024137E+00  2.6851146866168536E+00
  1.4999632158978922E+00 -2.1416544038048273E+00 -7.1079706483257388E+00
  1.4999632158978922E+00  2.1416544038048273E+00 -7.1079706483257388E+00
 -1.4999632158978922E+00 -2.1416544038048273E+00  7.1079706483257388E+00
 -1.4999632158978922E+00  2.1416544038048273E+00  7.1079706483257388E+00
  3.9999019090610459E+00 -6.4249632114144823E+00 -2.9000639013067175E-01
 -3.9999019090610459E+00 -6.4249632114144823E+00  2.9000639013067175E-01
  3.9999019090610459E+00  6.4249632114144823E+00 -2.9000639013067175E-01
 -3.9999019090610459E+00  6.4249632114144823E+00  2.9000639013067175E-01
  1.4999632158978922E+00  5.3541360095120680E+00 -5.1432778056515671E+00
 -1.4999632158978922E+00  5.3541360095120680E+00  5.1432778056515671E+00
 -1.4999632158978922E+00 -5.3541360095120680E+00  5.1432778056515671E+00
  1.4999632158978922E+00 -5.3541360095120680E+00 -5.1432778056515671E+00
 -7.4998160794894613E+00  1.0708272019024137E+00  1.7538207349360235E-01
  7.4998160794894613E+00  1.0708272019024137E+00 -1.7538207349360235E-01
  7.4998160794894613E+00 -1.0708272019024137E+00 -1.7538207349360235E-01
 -7.4998160794894613E+00 -1.0708272019024137E+00  1.7538207349360235E-01
  4.4998896476936769E+00  0.0000000000000000E+00 -6.0975424142523851E+00
 -4.4998896476936769E+00  0.0000000000000000E+00  6.0975424142523851E+00
  2.9999264317957843E+00  6.9603768123656886E+00  2.8081812736267642E-02
  2.9999264317957843E+00 -6.9603768123656886E+00  2.8081812736267642E-02
 -2.9999264317957843E+00  6.9603768123656886E+00 -2.8081812736267642E-02
 -2.9999264317957843E+00 -6.9603768123656886E+00 -2.8081812736267642E-02
  5.4998651249589381E+00 -4.8187224085608618E+00 -1.9950717211024380E+00
 -5.4998651249589381E+00 -4.8187224085608618E+00  1.9950717211024380E+00
  5.4998651249589381E+00  4.8187224085608618E+00 -1.9950717211024380E+00
 -5.4998651249589381E+00  4.8187224085608618E+00  1.9950717211024380E+00
 -4.9998773863263075E+00 -2.6770680047560340E+00  5.0286534890144976E+00
  4.9998773863263075E+00  2.6770680047560340E+00 -5.0286534890144976E+00
 -4.9998773863263075E+00  2.6770680047560340E+00  5.0286534890144976E+00
  4.9998773863263075E+00 -2.6770680047560340E+00 -5.0286534890144976E+00
  2.9999264317957843E+00  3.7478952066584479E+00 -5.8659967152862471E+00
 -2.9999264317957843E+00 -3.7478952066584479E+00  5.8659967152862471E+00
  2.9999264317957843E+00 -3.7478952066584479E+00 -5.8659967152862471E+00
 -2.9999264317957843E+00  3.7478952066584479E+00  5.8659967152862471E+00
 -2.9999264317957843E+00 -5.3541360095120680E+00 -4.4486407087531541E+00
  2.9999264317957843E+00  5.3541360095120680E+00  4.4486407087531541E+00
  2.9999264317957843E+00 -5.3541360095120680E+00  4.4486407087531541E+00
 -2.9999264317957843E+00  5.3541360095120680E+00 -4.4486407087531541E+00
  5.4998651249589381E+00 -4.2833088076096546E+00 -2.9774181424395239E+00
 -5.4998651249589381E+00  4.2833088076096546E+00  2.9774181424395239E+00
 -5.4998651249589381E+00 -4.2833088076096546E+00  2.9774181424395239E+00
  5.4998651249589381E+00  4.2833088076096546E+00 -2.9774181424395239E+00
  7.4998160794894613E+00 -1.0708272019024137E+00  3.1579113717494056E-01
  7.4998160794894613E+00  1.0708272019024137E+00  3.1579113717494056E-01
 -7.4998160794894613E+00  1.0708272019024137E+00 -3.1579113717494056E-01
 -7.4998160794894613E+00 -1.0708272019024137E+00 -3.1579113717494056E-01
 -4.9998773863263075E+00  2.1416544038048273E+00 -5.2859839350249036E+00
 -4.9998773863263075E+00 -2.1416544038048273E+00 -5.2859839350249036E+00
  4.9998773863263075E+00  2.1416544038048273E+00  5.2859839350249036E+00
  4.9998773863263075E+00 -2.1416544038048273E+00  5.2859839350249036E+00
 -6.9998283408568307E+00  1.0708272019024137E+00  2.7177906307371185E+00
  6.9998283408568307E+00  1.0708272019024137E+00 -2.7177906307371185E+00
 -6.9998283408568307E+00 -1.0708272019024137E+00  2.7177906307371185E+00
  6.9998283408568307E+00 -1.0708272019024137E+00 -2.7177906307371185E+00
  1.4999632158978922E+00  4.8187224085608618E+00  5.6625328290563770E+00
 -1.4999632158978922E+00 -4.8187224085608618E+00 -5.6625328290563770E+00
  1.4999632158978922E+00 -4.8187224085608618E+00  5.6625328290563770E+00
 -1.4999632158978922E+00  4.8187224085608618E+00 -5.6625328290563770E+00
  6.4998406022241992E+00  3.7478952066584479E+00  1.1250525507104228E+00
 -6.4998406022241992E+00  3.7478952066584479E+00 -1.1250525507104228E+00
  6.4998406022241992E+00 -3.7478952066584479E+00  1.1250525507104228E+00
 -6.4998406022241992E+00 -3.7478952066584479E+00 -1.1250525507104228E+00
 -4.9998773863263075E+00 -3.7478952066584479E+00 -4.3036375136878178E+00
  4.9998773863263075E+00 -3.7478952066584479E+00  4.3036375136878178E+00
 -4.9998773863263075E+00  3.7478952066584479E+00 -4.3036375136878178E+00
  4.9998773863263075E+00  3.7478952066584479E+00  4.3036375136878178E+00
  4.9998773863263074E-01  7.4957904133168958E+00  1.0688889252378875E+00
 -4.9998773863263074E-01 -7.4957904133168958E+00 -1.0688889252378875E+00
 -4.9998773863263074E-01  7.4957904133168958E+00 -1.0688889252378875E+00
  4.9998773863263074E-01 -7.4957904133168958E+00  1.0688889252378875E+00
 -7.4998160794894613E+00  0.0000000000000000E+00  1.1577284948306881E+00
  7.4998160794894613E+00  0.0000000000000000E+00 -1.1577284948306881E+00
 -4.4998896476936769E+00  3.2124816057072412E+00 -5.1994414311241020E+00
  4.4998896476936769E+00 -3.2124816057072412E+00  5.1994414311241020E+00
 -4.4998896476936769E+00 -3.2124816057072412E+00 -5.1994414311241020E+00
  4.4998896476936769E+00  3.2124816057072412E+00  5.1994414311241020E+00
  0.0000000000000000E+00  3.2124816057072412E+00  6.8764249493596008E+00
  0.0000000000000000E+00  3.2124816057072412E+00 -6.8764249493596008E+00
  0.0000000000000000E+00 -3.2124816057072412E+00 -6.8764249493596008E+00
  0.0000000000000000E+00 -3.2124816057072412E+00  6.8764249493596008E+00
 -4.9998773863263075E+00 -4.8187224085608618E+00  3.0639606463403259E+00
  4.9998773863263075E+00  4.8187224085608618E+00 -3.0639606463403259E+00
 -4.9998773863263075E+00  4.8187224085608618E+00  3.0639606463403259E+00
  4.9998773863263075E+00 -4.8187224085608618E+00 -3.0639606463403259E+00
 -5.9998528635915687E+00 -1.6062408028536206E+00  4.3643952705443514E+00
  5.9998528635915687E+00 -1.6062408028536206E+00 -4.3643952705443514E+00
 -5.9998528635915687E+00  1.6062408028536206E+00  4.3643952705443514E+00
  5.9998528635915687E+00  1.6062408028536206E+00 -4.3643952705443514E+00
 -9.9997547726526148E-01  7.4957904133168958E+00 -6.6425821847014643E-01
  9.9997547726526148E-01 -7.4957904133168958E+00  6.6425821847014643E-01
  9.9997547726526148E-01  7.4957904133168958E+00  6.6425821847014643E-01
 -9.9997547726526148E-01 -7.4957904133168958E+00 -6.6425821847014643E-01
  6.9998283408568307E+00 -2.6770680047560340E+00  1.2115950546112246E+00
 -6.9998283408568307E+00 -2.6770680047560340E+00 -1.2115950546112246E+00
 -6.9998283408568307E+00  2.6770680047560340E+00 -1.2115950546112246E+00
  6.9998283408568307E+00  2.6770680047560340E+00  1.2115950546112246E+00
  6.4998406022241992E+00 -1.6062408028536206E+00  3.5809186040531373E+00
  6.4998406022241992E+00  1.6062408028536206E+00  3.5809186040531373E+00
 -6.4998406022241992E+00  1.6062408028536206E+00 -3.5809186040531373E+00
 -6.4998406022241992E+00 -1.6062408028536206E+00 -3.5809186040531373E+00
  4.9998773863263074E-01  6.4249632114144823E+00  4.0159281892491450E+00
 -4.9998773863263074E-01  6.4249632114144823E+00 -4.0159281892491450E+00
 -4.9998773863263074E-01 -6.4249632114144823E+00 -4.0159281892491450E+00
  4.9998773863263074E-01 -6.4249632114144823E+00  4.0159281892491450E+00
  1.4999632158978922E+00 -5.3541360095120680E+00  5.1713596183878341E+00
 -1.4999632158978922E+00 -5.3541360095120680E+00 -5.1713596183878341E+00
  1.4999632158978922E+00  5.3541360095120680E+00  5.1713596183878341E+00
 -1.4999632158978922E+00  5.3541360095120680E+00 -5.1713596183878341E+00
 -2.9999264317957843E+00 -6.9603768123656886E+00  4.6309139793227527E-01
  2.9999264317957843E+00 -6.9603768123656886E+00 -4.6309139793227527E-01
 -2.9999264317957843E+00  6.9603768123656886E+00  4.6309139793227527E-01
  2.9999264317957843E+00  6.9603768123656886E+00 -4.6309139793227527E-01
 -6.4998406022241992E+00  2.1416544038048273E+00  3.2955063453064635E+00
  6.4998406022241992E+00 -2.1416544038048273E+00 -3.2955063453064635E+00
 -6.4998406022241992E+00 -2.1416544038048273E+00  3.2955063453064635E+00
  6.4998406022241992E+00  2.1416544038048273E+00 -3.2955063453064635E+00
  6.9998283408568307E+00 -2.6770680047560340E+00 -1.2442709987314899E+00
  6.9998283408568307E+00  2.6770680047560340E+00 -1.2442709987314899E+00
 -6.9998283408568307E+00  2.6770680047560340E+00  1.2442709987314899E+00
 -6.9998283408568307E+00 -2.6770680047560340E+00  1.2442709987314899E+00
  4.4998896476936769E+00 -5.3541360095120683E-01 -6.0975424142523851E+00
 -4.4998896476936769E+00  5.3541360095120683E-01  6.0975424142523851E+00
  4.4998896476936769E+00  5.3541360095120683E-01 -6.0975424142523851E+00
 -4.4998896476936769E+00 -5.3541360095120683E-01  6.0975424142523851E+00
 -2.9999264317957843E+00 -6.9603768123656886E+00 -5.1925502340481056E-01
  2.9999264317957843E+00 -6.9603768123656886E+00  5.1925502340481056E-01
 -2.9999264317957843E+00  6.9603768123656886E+00 -5.1925502340481056E-01
  2.9999264317957843E+00  6.9603768123656886E+00  5.1925502340481056E-01
  3.9999019090610459E+00  3.2124816057072412E+00  5.6040721378918432E+00
 -3.9999019090610459E+00 -3.2124816057072412E+00 -5.6040721378918432E+00
  3.9999019090610459E+00 -3.2124816057072412E+00  5.6040721378918432E+00
 -3.9999019090610459E+00  3.2124816057072412E+00 -5.6040721378918432E+00
  6.4998406022241992E+00  1.0708272019024137E+00 -3.7866795559750064E+00
 -6.4998406022241992E+00 -1.0708272019024137E+00  3.7866795559750064E+00
  6.4998406022241992E+00 -1.0708272019024137E+00 -3.7866795559750064E+00
 -6.4998406022241992E+00  1.0708272019024137E+00  3.7866795559750064E+00
 -3.9999019090610459E+00  2.1416544038048273E+00 -6.0952453485603861E+00
  3.9999019090610459E+00  2.1416544038048273E+00  6.0952453485603861E+00
  3.9999019090610459E+00 -2.1416544038048273E+00  6.0952453485603861E+00
 -3.9999019090610459E+00 -2.1416544038048273E+00 -6.0952453485603861E+00
  3.9999019090610459E+00 -5.8895496104632752E+00  2.6570328738805857E+00
 -3.9999019090610459E+00 -5.8895496104632752E+00 -2.6570328738805857E+00
 -3.9999019090610459E+00  5.8895496104632752E+00 -2.6570328738805857E+00
  3.9999019090610459E+00  5.8895496104632752E+00  2.6570328738805857E+00
  4.4998896476936769E+00  5.8895496104632752E+00 -1.6769835182354988E+00
  4.4998896476936769E+00 -5.8895496104632752E+00 -1.6769835182354988E+00
 -4.4998896476936769E+00 -5.8895496104632752E+00  1.6769835182354988E+00
 -4.4998896476936769E+00  5.8895496104632752E+00  1.6769835182354988E+00
 -5.9998528635915687E+00 -3.2124816057072412E+00  3.3820488492072651E+00
 -5.9998528635915687E+00  3.2124816057072412E+00  3.3820488492072651E+00
  5.9998528635915687E+00 -3.2124816057072412E+00 -3.3820488492072651E+00
  5.9998528635915687E+00  3.2124816057072412E+00 -3.3820488492072651E+00
  3.9999019090610459E+00  6.4249632114144823E+00  6.9234003120641407E-01
  3.9999019090610459E+00 -6.4249632114144823E+00  6.9234003120641407E-01
 -3.9999019090610459E+00 -6.4249632114144823E+00 -6.9234003120641407E-01
 -3.9999019090610459E+00  6.4249632114144823E+00 -6.9234003120641407E-01
 -1.4999632158978922E+00  2.1416544038048273E+00 -7.1360524610620057E+00
 -1.4999632158978922E+00 -2.1416544038048273E+00 -7.1360524610620057E+00
  1.4999632158978922E+00 -2.1416544038048273E+00  7.1360524610620057E+00
  1.4999632158978922E+00  2.1416544038048273E+00  7.1360524610620057E+00
  1.9999509545305230E+00 -6.9603768123656886E+00  2.3108628582773787E+00
  1.9999509545305230E+00  6.9603768123656886E+00  2.3108628582773787E+00
 -1.9999509545305230E+00 -6.9603768123656886E+00 -2.3108628582773787E+00
 -1.9999509545305230E+00  6.9603768123656886E+00 -2.3108628582773787E+00
 -2.9999264317957843E+00 -1.0708272019024137E+00 -6.9045067620958687E+00
 -2.9999264317957843E+00  1.0708272019024137E+00 -6.9045067620958687E+00
  2.9999264317957843E+00  1.0708272019024137E+00  6.9045067620958687E+00
  2.9999264317957843E+00 -1.0708272019024137E+00  6.9045067620958687E+00
  7.4998160794894613E+00 -1.0708272019024137E+00 -6.6655528416214527E-01
 -7.4998160794894613E+00 -1.0708272019024137E+00  6.6655528416214527E-01
 -7.4998160794894613E+00  1.0708272019024137E+00  6.6655528416214527E-01
  7.4998160794894613E+00  1.0708272019024137E+00 -6.6655528416214527E-01
  9.9997547726526148E-01  7.4957904133168958E+00 -8.0926141353548231E-01
 -9.9997547726526148E-01  7.4957904133168958E+00  8.0926141353548231E-01
 -9.9997547726526148E-01 -7.4957904133168958E+00  8.0926141353548231E-01
  9.9997547726526148E-01 -7.4957904133168958E+00 -8.0926141353548231E-01
 -4.9998773863263074E-01 -2.1416544038048273E+00  7.2810556561273421E+00
  4.9998773863263074E-01  2.1416544038048273E+00 -7.2810556561273421E+00
 -4.9998773863263074E-01  2.1416544038048273E+00  7.2810556561273421E+00
  4.9998773863263074E-01 -2.1416544038048273E+00 -7.2810556561273421E+00
 -3.4999141704284153E+00  6.4249632114144823E+00 -2.0793171593112412E+00
  3.4999141704284153E+00 -6.4249632114144823E+00  2.0793171593112412E+00
  3.4999141704284153E+00  6.4249632114144823E+00  2.0793171593112412E+00
 -3.4999141704284153E+00 -6.4249632114144823E+00 -2.0793171593112412E+00
  0.0000000000000000E+00 -5.3541360095120680E+00 -5.4029053173539721E+00
  0.0000000000000000E+00  5.3541360095120680E+00  5.4029053173539721E+00
  0.0000000000000000E+00 -5.3541360095120680E+00  5.4029053173539721E+00
  0.0000000000000000E+00  5.3541360095120680E+00 -5.4029053173539721E+00
 -9.9997547726526148E-01  0.0000000000000000E+00 -7.5406831678297470E+00
  9.9997547726526148E-01  0.0000000000000000E+00  7.5406831678297470E+00
 -9.9997547726526148E-01  2.6770680047560340E+00 -7.0495099571612041E+00
 -9.9997547726526148E-01 -2.6770680047560340E+00 -7.0495099571612041E+00
  9.9997547726526148E-01  2.6770680047560340E+00  7.0495099571612041E+00
  9.9997547726526148E-01 -2.6770680047560340E+00  7.0495099571612041E+00
  7.4998160794894613E+00  5.3541360095120683E-01 -1.1577284948306881E+00
 -7.4998160794894613E+00  5.3541360095120683E-01  1.1577284948306881E+00
  7.4998160794894613E+00 -5.3541360095120683E-01 -1.1577284948306881E+00
 -7.4998160794894613E+00 -5.3541360095120683E-01  1.1577284948306881E+00
 -4.9998773863263075E+00  4.2833088076096546E+00 -3.8124643030192749E+00
 -4.9998773863263075E+00 -4.2833088076096546E+00 -3.8124643030192749E+00
  4.9998773863263075E+00  4.2833088076096546E+00  3.8124643030192749E+00
  4.9998773863263075E+00 -4.2833088076096546E+00  3.8124643030192749E+00
  1.9999509545305230E+00 -2.1416544038048273E+00 -7.0214281444249362E+00
 -1.9999509545305230E+00 -2.1416544038048273E+00  7.0214281444249362E+00
 -1.9999509545305230E+00  2.1416544038048273E+00  7.0214281444249362E+00
  1.9999509545305230E+00  2.1416544038048273E+00 -7.0214281444249362E+00
  3.9999019090610459E+00 -6.4249632114144823E+00 -7.8117960079921467E-01
  3.9999019090610459E+00  6.4249632114144823E+00 -7.8117960079921467E-01
 -3.9999019090610459E+00  6.4249632114144823E+00  7.8117960079921467E-01
 -3.9999019090610459E+00 -6.4249632114144823E+00  7.8117960079921467E-01
 -4.9998773863263074E-01  6.9603768123656886E+00 -3.0335817679120591E+00
  4.9998773863263074E-01 -6.9603768123656886E+00  3.0335817679120591E+00
 -4.9998773863263074E-01 -6.9603768123656886E+00 -3.0335817679120591E+00
  4.9998773863263074E-01  6.9603768123656886E+00  3.0335817679120591E+00
 -3.9999019090610459E+00 -5.3541360095120680E+00 -3.6393792952176716E+00
  3.9999019090610459E+00  5.3541360095120680E+00  3.6393792952176716E+00
 -3.9999019090610459E+00  5.3541360095120680E+00 -3.6393792952176716E+00
  3.9999019090610459E+00 -5.3541360095120680E+00  3.6393792952176716E+00
 -6.4998406022241992E+00  3.2124816057072412E+00  2.3131599239693776E+00
  6.4998406022241992E+00  3.2124816057072412E+00 -2.3131599239693776E+00
 -6.4998406022241992E+00 -3.2124816057072412E+00  2.3131599239693776E+00
  6.4998406022241992E+00 -3.2124816057072412E+00 -2.3131599239693776E+00
  1.4999632158978922E+00  6.9603768123656886E+00 -2.6874117523088521E+00
 -1.4999632158978922E+00 -6.9603768123656886E+00  2.6874117523088521E+00
  1.4999632158978922E+00 -6.9603768123656886E+00 -2.6874117523088521E+00
 -1.4999632158978922E+00  6.9603768123656886E+00  2.6874117523088521E+00
  7.4998160794894613E+00  0.0000000000000000E+00  1.2981375585120265E+00
 -7.4998160794894613E+00  0.0000000000000000E+00 -1.2981375585120265E+00
  9.9997547726526148E-01  4.2833088076096546E+00 -6.2121667308894546E+00
  9.9997547726526148E-01 -4.2833088076096546E+00 -6.2121667308894546E+00
 -9.9997547726526148E-01  4.2833088076096546E+00  6.2121667308894546E+00
 -9.9997547726526148E-01 -4.2833088076096546E+00  6.2121667308894546E+00
