START MPC DATA
Title
  No title given
File version
 1
 
START DENSITY DATA
Self-consistent charge density in reciprocal space
  4.1126567324382091E+00 -1.6799588018056395E+00  1.9083137328363944E+00
  4.1126567324382091E+00  1.6799588018056395E+00  1.9083137328363944E+00
  8.2253134648764181E-01  3.9199038708798257E+00 -2.7089759375145439E+00
 -8.2253134648764181E-01 -3.9199038708798257E+00  2.7089759375145439E+00
 -8.2253134648764181E-01  3.9199038708798257E+00  2.7089759375145439E+00
  8.2253134648764181E-01 -3.9199038708798257E+00 -2.7089759375145439E+00
 -8.2253134648764181E-01 -3.3599176036112790E+00 -3.3786457129496523E+00
 -8.2253134648764181E-01  3.3599176036112790E+00 -3.3786457129496523E+00
  8.2253134648764181E-01 -3.3599176036112790E+00  3.3786457129496523E+00
  8.2253134648764181E-01  3.3599176036112790E+00  3.3786457129496523E+00
 -4.5239224056820300E+00 -1.6799588018056395E+00 -3.1968646983049948E-01
  4.5239224056820300E+00  1.6799588018056395E+00  3.1968646983049948E-01
 -4.5239224056820300E+00  1.6799588018056395E+00 -3.1968646983049948E-01
  4.5239224056820300E+00 -1.6799588018056395E+00  3.1968646983049948E-01
  2.0563283662191045E+00 -1.1199725345370930E+00  4.2321069858989180E+00
 -2.0563283662191045E+00 -1.1199725345370930E+00 -4.2321069858989180E+00
 -2.0563283662191045E+00  1.1199725345370930E+00 -4.2321069858989180E+00
  2.0563283662191045E+00  1.1199725345370930E+00  4.2321069858989180E+00
  2.0563283662191045E+00 -2.2399450690741860E+00  3.7638283974016726E+00
  2.0563283662191045E+00  2.2399450690741860E+00  3.7638283974016726E+00
 -2.0563283662191045E+00 -2.2399450690741860E+00 -3.7638283974016726E+00
 -2.0563283662191045E+00  2.2399450690741860E+00 -3.7638283974016726E+00
 -4.5239224056820300E+00  0.0000000000000000E+00 -1.7245222353222371E+00
  4.5239224056820300E+00  0.0000000000000000E+00  1.7245222353222371E+00
  4.1126567324382091E-01 -3.3599176036112790E+00 -3.4617416169948783E+00
 -4.1126567324382091E-01 -3.3599176036112790E+00  3.4617416169948783E+00
 -4.1126567324382091E-01  3.3599176036112790E+00  3.4617416169948783E+00
  4.1126567324382091E-01  3.3599176036112790E+00 -3.4617416169948783E+00
  4.1126567324382091E-01  2.7999313363427323E+00 -3.9300202054921241E+00
 -4.1126567324382091E-01  2.7999313363427323E+00  3.9300202054921241E+00
  4.1126567324382091E-01 -2.7999313363427323E+00 -3.9300202054921241E+00
 -4.1126567324382091E-01 -2.7999313363427323E+00  3.9300202054921241E+00
 -1.6450626929752836E+00  3.3599176036112790E+00  3.0765589325428584E+00
  1.6450626929752836E+00 -3.3599176036112790E+00 -3.0765589325428584E+00
  1.6450626929752836E+00  3.3599176036112790E+00 -3.0765589325428584E+00
 -1.6450626929752836E+00 -3.3599176036112790E+00  3.0765589325428584E+00
 -1.6450626929752836E+00  1.1199725345370930E+00 -4.4158984834130752E+00
 -1.6450626929752836E+00 -1.1199725345370930E+00 -4.4158984834130752E+00
  1.6450626929752836E+00  1.1199725345370930E+00  4.4158984834130752E+00
  1.6450626929752836E+00 -1.1199725345370930E+00  4.4158984834130752E+00
  4.1126567324382091E+00 -1.1199725345370930E+00 -2.3061935636388182E+00
 -4.1126567324382091E+00 -1.1199725345370930E+00  2.3061935636388182E+00
 -4.1126567324382091E+00  1.1199725345370930E+00  2.3061935636388182E+00
  4.1126567324382091E+00  1.1199725345370930E+00 -2.3061935636388182E+00
  2.0563283662191045E+00 -3.3599176036112790E+00  2.8272712204071806E+00
  2.0563283662191045E+00  3.3599176036112790E+00  2.8272712204071806E+00
 -2.0563283662191045E+00  3.3599176036112790E+00 -2.8272712204071806E+00
 -2.0563283662191045E+00 -3.3599176036112790E+00 -2.8272712204071806E+00
  2.8788597127067463E+00 -5.5998626726854650E-01  3.8645239908706035E+00
  2.8788597127067463E+00  5.5998626726854650E-01  3.8645239908706035E+00
 -2.8788597127067463E+00  5.5998626726854650E-01 -3.8645239908706035E+00
 -2.8788597127067463E+00 -5.5998626726854650E-01 -3.8645239908706035E+00
 -2.8788597127067463E+00 -3.3599176036112790E+00 -1.9914096368816203E+00
  2.8788597127067463E+00  3.3599176036112790E+00  1.9914096368816203E+00
  2.8788597127067463E+00 -3.3599176036112790E+00  1.9914096368816203E+00
 -2.8788597127067463E+00  3.3599176036112790E+00 -1.9914096368816203E+00
 -8.2253134648764181E-01  0.0000000000000000E+00 -4.7834814784413897E+00
  8.2253134648764181E-01  0.0000000000000000E+00  4.7834814784413897E+00
  0.0000000000000000E+00 -4.4798901381483720E+00 -1.8731143539889834E+00
  0.0000000000000000E+00 -4.4798901381483720E+00  1.8731143539889834E+00
  0.0000000000000000E+00  4.4798901381483720E+00  1.8731143539889834E+00
  0.0000000000000000E+00  4.4798901381483720E+00 -1.8731143539889834E+00
  1.2337970197314627E+00  2.2399450690741860E+00  4.1314113924299871E+00
 -1.2337970197314627E+00 -2.2399450690741860E+00 -4.1314113924299871E+00
 -1.2337970197314627E+00  2.2399450690741860E+00 -4.1314113924299871E+00
  1.2337970197314627E+00 -2.2399450690741860E+00  4.1314113924299871E+00
  2.4675940394629254E+00  2.7999313363427323E+00  3.1117583113902691E+00
 -2.4675940394629254E+00  2.7999313363427323E+00 -3.1117583113902691E+00
  2.4675940394629254E+00 -2.7999313363427323E+00  3.1117583113902691E+00
 -2.4675940394629254E+00 -2.7999313363427323E+00 -3.1117583113902691E+00
  2.4675940394629254E+00 -3.3599176036112790E+00 -2.5075847505766808E+00
  2.4675940394629254E+00  3.3599176036112790E+00 -2.5075847505766808E+00
 -2.4675940394629254E+00  3.3599176036112790E+00  2.5075847505766808E+00
 -2.4675940394629254E+00 -3.3599176036112790E+00  2.5075847505766808E+00
 -2.8788597127067463E+00 -3.9199038708798257E+00 -1.1829528289263685E-01
  2.8788597127067463E+00  3.9199038708798257E+00  1.1829528289263685E-01
  2.8788597127067463E+00 -3.9199038708798257E+00  1.1829528289263685E-01
 -2.8788597127067463E+00  3.9199038708798257E+00 -1.1829528289263685E-01
  4.5239224056820300E+00  1.6799588018056395E+00 -6.1687070716399206E-01
 -4.5239224056820300E+00  1.6799588018056395E+00  6.1687070716399206E-01
  4.5239224056820300E+00 -1.6799588018056395E+00 -6.1687070716399206E-01
 -4.5239224056820300E+00 -1.6799588018056395E+00  6.1687070716399206E-01
  2.4675940394629254E+00 -1.1199725345370930E+00  4.0483154883847607E+00
 -2.4675940394629254E+00 -1.1199725345370930E+00 -4.0483154883847607E+00
 -2.4675940394629254E+00  1.1199725345370930E+00 -4.0483154883847607E+00
  2.4675940394629254E+00  1.1199725345370930E+00  4.0483154883847607E+00
 -4.5239224056820300E+00  5.5998626726854650E-01 -1.7245222353222371E+00
  4.5239224056820300E+00  5.5998626726854650E-01  1.7245222353222371E+00
 -4.5239224056820300E+00 -5.5998626726854650E-01 -1.7245222353222371E+00
  4.5239224056820300E+00 -5.5998626726854650E-01  1.7245222353222371E+00
 -2.8788597127067463E+00 -3.9199038708798257E+00  3.4998330560460916E-01
 -2.8788597127067463E+00  3.9199038708798257E+00  3.4998330560460916E-01
  2.8788597127067463E+00 -3.9199038708798257E+00 -3.4998330560460916E-01
  2.8788597127067463E+00  3.9199038708798257E+00 -3.4998330560460916E-01
  1.2337970197314627E+00  4.4798901381483720E+00 -1.4879316695369635E+00
  1.2337970197314627E+00 -4.4798901381483720E+00 -1.4879316695369635E+00
 -1.2337970197314627E+00  4.4798901381483720E+00  1.4879316695369635E+00
 -1.2337970197314627E+00 -4.4798901381483720E+00  1.4879316695369635E+00
  4.1126567324382091E+00 -2.2399450690741860E+00 -1.3696363866443266E+00
 -4.1126567324382091E+00 -2.2399450690741860E+00  1.3696363866443266E+00
  4.1126567324382091E+00  2.2399450690741860E+00 -1.3696363866443266E+00
 -4.1126567324382091E+00  2.2399450690741860E+00  1.3696363866443266E+00
 -4.1126567324382091E+00  1.1199725345370930E+00 -2.3765923213336402E+00
  4.1126567324382091E+00 -1.1199725345370930E+00  2.3765923213336402E+00
 -4.1126567324382091E+00 -1.1199725345370930E+00 -2.3765923213336402E+00
  4.1126567324382091E+00  1.1199725345370930E+00  2.3765923213336402E+00
 -1.6450626929752836E+00  2.2399450690741860E+00  4.0131161095373500E+00
  1.6450626929752836E+00 -2.2399450690741860E+00 -4.0131161095373500E+00
  1.6450626929752836E+00  2.2399450690741860E+00 -4.0131161095373500E+00
 -1.6450626929752836E+00 -2.2399450690741860E+00  4.0131161095373500E+00
 -3.2901253859505672E+00 -2.7999313363427323E+00 -2.2758967278647089E+00
  3.2901253859505672E+00 -2.7999313363427323E+00  2.2758967278647089E+00
  3.2901253859505672E+00  2.7999313363427323E+00  2.2758967278647089E+00
 -3.2901253859505672E+00  2.7999313363427323E+00 -2.2758967278647089E+00
 -4.1126567324382091E-01  0.0000000000000000E+00  4.8665773824866152E+00
  4.1126567324382091E-01  0.0000000000000000E+00 -4.8665773824866152E+00
 -8.2253134648764181E-01  5.5998626726854650E-01 -4.7834814784413897E+00
  8.2253134648764181E-01 -5.5998626726854650E-01  4.7834814784413897E+00
 -8.2253134648764181E-01 -5.5998626726854650E-01 -4.7834814784413897E+00
  8.2253134648764181E-01  5.5998626726854650E-01  4.7834814784413897E+00
  8.2253134648764181E-01  4.4798901381483720E+00 -1.7724187605200523E+00
 -8.2253134648764181E-01 -4.4798901381483720E+00  1.7724187605200523E+00
  8.2253134648764181E-01 -4.4798901381483720E+00 -1.7724187605200523E+00
 -8.2253134648764181E-01  4.4798901381483720E+00  1.7724187605200523E+00
  3.2901253859505672E+00 -3.3599176036112790E+00  1.3393395508702173E+00
  3.2901253859505672E+00  3.3599176036112790E+00  1.3393395508702173E+00
 -3.2901253859505672E+00  3.3599176036112790E+00 -1.3393395508702173E+00
 -3.2901253859505672E+00 -3.3599176036112790E+00 -1.3393395508702173E+00
  4.5239224056820300E+00 -1.6799588018056395E+00  7.8796505832774533E-01
  4.5239224056820300E+00  1.6799588018056395E+00  7.8796505832774533E-01
 -4.5239224056820300E+00 -1.6799588018056395E+00 -7.8796505832774533E-01
 -4.5239224056820300E+00  1.6799588018056395E+00 -7.8796505832774533E-01
 -2.4675940394629254E+00 -3.9199038708798257E+00  1.5710275735821893E+00
  2.4675940394629254E+00  3.9199038708798257E+00 -1.5710275735821893E+00
 -2.4675940394629254E+00  3.9199038708798257E+00  1.5710275735821893E+00
  2.4675940394629254E+00 -3.9199038708798257E+00 -1.5710275735821893E+00
  2.4675940394629254E+00 -2.2399450690741860E+00  3.5800368998875149E+00
 -2.4675940394629254E+00 -2.2399450690741860E+00 -3.5800368998875149E+00
 -2.4675940394629254E+00  2.2399450690741860E+00 -3.5800368998875149E+00
  2.4675940394629254E+00  2.2399450690741860E+00  3.5800368998875149E+00
 -1.2337970197314627E+00 -1.1199725345370930E+00 -4.5996899809272325E+00
  1.2337970197314627E+00  1.1199725345370930E+00  4.5996899809272325E+00
 -1.2337970197314627E+00  1.1199725345370930E+00 -4.5996899809272325E+00
  1.2337970197314627E+00 -1.1199725345370930E+00  4.5996899809272325E+00
 -3.2901253859505672E+00 -1.6799588018056395E+00 -3.2124539048592005E+00
  3.2901253859505672E+00  1.6799588018056395E+00  3.2124539048592005E+00
 -3.2901253859505672E+00  1.6799588018056395E+00 -3.2124539048592005E+00
  3.2901253859505672E+00 -1.6799588018056395E+00  3.2124539048592005E+00
 -2.8788597127067463E+00  3.9199038708798257E+00 -5.8657387138988271E-01
  2.8788597127067463E+00  3.9199038708798257E+00  5.8657387138988271E-01
  2.8788597127067463E+00 -3.9199038708798257E+00  5.8657387138988271E-01
 -2.8788597127067463E+00 -3.9199038708798257E+00 -5.8657387138988271E-01
 -4.1126567324382091E+00  2.2399450690741860E+00 -1.4400351443391486E+00
  4.1126567324382091E+00  2.2399450690741860E+00  1.4400351443391486E+00
  4.1126567324382091E+00 -2.2399450690741860E+00  1.4400351443391486E+00
 -4.1126567324382091E+00 -2.2399450690741860E+00 -1.4400351443391486E+00
 -1.2337970197314627E+00 -2.7999313363427323E+00  3.8293246120231932E+00
  1.2337970197314627E+00  2.7999313363427323E+00 -3.8293246120231932E+00
  1.2337970197314627E+00 -2.7999313363427323E+00 -3.8293246120231932E+00
 -1.2337970197314627E+00  2.7999313363427323E+00  3.8293246120231932E+00
 -1.6450626929752836E+00  1.1199725345370930E+00  4.4813946980345962E+00
  1.6450626929752836E+00  1.1199725345370930E+00 -4.4813946980345962E+00
  1.6450626929752836E+00 -1.1199725345370930E+00 -4.4813946980345962E+00
 -1.6450626929752836E+00 -1.1199725345370930E+00  4.4813946980345962E+00
 -1.6450626929752836E+00 -4.4798901381483720E+00 -1.1379483639323544E+00
  1.6450626929752836E+00  4.4798901381483720E+00  1.1379483639323544E+00
 -1.6450626929752836E+00  4.4798901381483720E+00 -1.1379483639323544E+00
  1.6450626929752836E+00 -4.4798901381483720E+00  1.1379483639323544E+00
  1.2337970197314627E+00  3.3599176036112790E+00 -3.3610460235259469E+00
 -1.2337970197314627E+00 -3.3599176036112790E+00  3.3610460235259469E+00
  1.2337970197314627E+00 -3.3599176036112790E+00 -3.3610460235259469E+00
 -1.2337970197314627E+00  3.3599176036112790E+00  3.3610460235259469E+00
 -3.2901253859505672E+00  2.2399450690741860E+00  2.8751677456049953E+00
  3.2901253859505672E+00 -2.2399450690741860E+00 -2.8751677456049953E+00
 -3.2901253859505672E+00 -2.2399450690741860E+00  2.8751677456049953E+00
  3.2901253859505672E+00  2.2399450690741860E+00 -2.8751677456049953E+00
  3.7013910591943882E+00  1.1199725345370930E+00  3.0286624073450432E+00
 -3.7013910591943882E+00  1.1199725345370930E+00 -3.0286624073450432E+00
 -3.7013910591943882E+00 -1.1199725345370930E+00 -3.0286624073450432E+00
  3.7013910591943882E+00 -1.1199725345370930E+00  3.0286624073450432E+00
 -4.5239224056820300E+00  1.1199725345370930E+00  1.5534278841584841E+00
 -4.5239224056820300E+00 -1.1199725345370930E+00  1.5534278841584841E+00
  4.5239224056820300E+00 -1.1199725345370930E+00 -1.5534278841584841E+00
  4.5239224056820300E+00  1.1199725345370930E+00 -1.5534278841584841E+00
  4.1126567324382091E-01 -3.3599176036112790E+00  3.5624372104638096E+00
 -4.1126567324382091E-01 -3.3599176036112790E+00 -3.5624372104638096E+00
  4.1126567324382091E-01  3.3599176036112790E+00  3.5624372104638096E+00
 -4.1126567324382091E-01  3.3599176036112790E+00 -3.5624372104638096E+00
  4.1126567324382091E-01  5.5998626726854650E-01 -4.8665773824866152E+00
  4.1126567324382091E-01 -5.5998626726854650E-01 -4.8665773824866152E+00
 -4.1126567324382091E-01 -5.5998626726854650E-01  4.8665773824866152E+00
 -4.1126567324382091E-01  5.5998626726854650E-01  4.8665773824866152E+00
 -3.7013910591943882E+00  2.7999313363427323E+00 -1.6238266418533058E+00
  3.7013910591943882E+00 -2.7999313363427323E+00  1.6238266418533058E+00
 -3.7013910591943882E+00 -2.7999313363427323E+00 -1.6238266418533058E+00
  3.7013910591943882E+00  2.7999313363427323E+00  1.6238266418533058E+00
 -2.4675940394629254E+00  1.6799588018056395E+00  3.9124205160684187E+00
 -2.4675940394629254E+00 -1.6799588018056395E+00  3.9124205160684187E+00
  2.4675940394629254E+00 -1.6799588018056395E+00 -3.9124205160684187E+00
  2.4675940394629254E+00  1.6799588018056395E+00 -3.9124205160684187E+00
  1.6450626929752836E+00 -4.4798901381483720E+00 -1.2034445785538750E+00
 -1.6450626929752836E+00 -4.4798901381483720E+00  1.2034445785538750E+00
  1.6450626929752836E+00  4.4798901381483720E+00 -1.2034445785538750E+00
 -1.6450626929752836E+00  4.4798901381483720E+00  1.2034445785538750E+00
 -1.2337970197314627E+00  0.0000000000000000E+00  4.7658817890176843E+00
  1.2337970197314627E+00  0.0000000000000000E+00 -4.7658817890176843E+00
  4.1126567324382091E-01  2.7999313363427323E+00  4.0307157989610554E+00
  4.1126567324382091E-01 -2.7999313363427323E+00  4.0307157989610554E+00
 -4.1126567324382091E-01  2.7999313363427323E+00 -4.0307157989610554E+00
 -4.1126567324382091E-01 -2.7999313363427323E+00 -4.0307157989610554E+00
  2.8788597127067463E+00 -1.6799588018056395E+00 -3.6279334250853301E+00
 -2.8788597127067463E+00  1.6799588018056395E+00  3.6279334250853301E+00
  2.8788597127067463E+00  1.6799588018056395E+00 -3.6279334250853301E+00
 -2.8788597127067463E+00 -1.6799588018056395E+00  3.6279334250853301E+00
 -3.2901253859505672E+00 -3.3599176036112790E+00  1.4703319801132579E+00
  3.2901253859505672E+00 -3.3599176036112790E+00 -1.4703319801132579E+00
 -3.2901253859505672E+00  3.3599176036112790E+00  1.4703319801132579E+00
  3.2901253859505672E+00  3.3599176036112790E+00 -1.4703319801132579E+00
 -3.7013910591943882E+00  2.7999313363427323E+00  1.6541234776274152E+00
 -3.7013910591943882E+00 -2.7999313363427323E+00  1.6541234776274152E+00
  3.7013910591943882E+00  2.7999313363427323E+00 -1.6541234776274152E+00
  3.7013910591943882E+00 -2.7999313363427323E+00 -1.6541234776274152E+00
 -2.0563283662191045E+00 -4.4798901381483720E+00 -1.7599689423705434E-02
  2.0563283662191045E+00 -4.4798901381483720E+00  1.7599689423705434E-02
 -2.0563283662191045E+00  4.4798901381483720E+00 -1.7599689423705434E-02
  2.0563283662191045E+00  4.4798901381483720E+00  1.7599689423705434E-02
  3.7013910591943882E+00 -1.1199725345370930E+00 -3.0589592431191530E+00
 -3.7013910591943882E+00  1.1199725345370930E+00  3.0589592431191530E+00
 -3.7013910591943882E+00 -1.1199725345370930E+00  3.0589592431191530E+00
  3.7013910591943882E+00  1.1199725345370930E+00 -3.0589592431191530E+00
 -8.2253134648764181E-01 -2.2399450690741860E+00 -4.3152028899441444E+00
 -8.2253134648764181E-01  2.2399450690741860E+00 -4.3152028899441444E+00
  8.2253134648764181E-01 -2.2399450690741860E+00  4.3152028899441444E+00
  8.2253134648764181E-01  2.2399450690741860E+00  4.3152028899441444E+00
  1.2337970197314627E+00 -3.9199038708798257E+00  2.7265756269382493E+00
  1.2337970197314627E+00  3.9199038708798257E+00  2.7265756269382493E+00
 -1.2337970197314627E+00  3.9199038708798257E+00 -2.7265756269382493E+00
 -1.2337970197314627E+00 -3.9199038708798257E+00 -2.7265756269382493E+00
 -2.8788597127067463E+00  3.9199038708798257E+00  8.1826189410185490E-01
  2.8788597127067463E+00 -3.9199038708798257E+00 -8.1826189410185490E-01
  2.8788597127067463E+00  3.9199038708798257E+00 -8.1826189410185490E-01
 -2.8788597127067463E+00 -3.9199038708798257E+00  8.1826189410185490E-01
  2.4675940394629254E+00  3.3599176036112790E+00  2.6434797228930234E+00
 -2.4675940394629254E+00 -3.3599176036112790E+00 -2.6434797228930234E+00
 -2.4675940394629254E+00  3.3599176036112790E+00 -2.6434797228930234E+00
  2.4675940394629254E+00 -3.3599176036112790E+00  2.6434797228930234E+00
  2.4675940394629254E+00  3.9199038708798257E+00  1.7069225458985318E+00
  2.4675940394629254E+00 -3.9199038708798257E+00  1.7069225458985318E+00
 -2.4675940394629254E+00  3.9199038708798257E+00 -1.7069225458985318E+00
 -2.4675940394629254E+00 -3.9199038708798257E+00 -1.7069225458985318E+00
  3.2901253859505672E+00  0.0000000000000000E+00  3.6807324933564463E+00
 -3.2901253859505672E+00  0.0000000000000000E+00 -3.6807324933564463E+00
  4.9351880789258509E+00  0.0000000000000000E+00  1.3589497231634229E-01
 -4.9351880789258509E+00  0.0000000000000000E+00 -1.3589497231634229E-01
 -3.2901253859505672E+00 -2.7999313363427323E+00  2.4068891571077500E+00
  3.2901253859505672E+00  2.7999313363427323E+00 -2.4068891571077500E+00
 -3.2901253859505672E+00  2.7999313363427323E+00  2.4068891571077500E+00
  3.2901253859505672E+00 -2.7999313363427323E+00 -2.4068891571077500E+00
  4.5239224056820300E+00  1.6799588018056395E+00 -1.0851492956612379E+00
  4.5239224056820300E+00 -1.6799588018056395E+00 -1.0851492956612379E+00
 -4.5239224056820300E+00  1.6799588018056395E+00  1.0851492956612379E+00
 -4.5239224056820300E+00 -1.6799588018056395E+00  1.0851492956612379E+00
 -4.9351880789258509E+00  0.0000000000000000E+00  3.3238361618090351E-01
  4.9351880789258509E+00  0.0000000000000000E+00 -3.3238361618090351E-01
  4.1126567324382091E-01 -4.4798901381483720E+00 -2.0569058515031409E+00
 -4.1126567324382091E-01 -4.4798901381483720E+00  2.0569058515031409E+00
 -4.1126567324382091E-01  4.4798901381483720E+00  2.0569058515031409E+00
  4.1126567324382091E-01  4.4798901381483720E+00 -2.0569058515031409E+00
  2.8788597127067463E+00  1.1199725345370930E+00  3.8645239908706035E+00
 -2.8788597127067463E+00  1.1199725345370930E+00 -3.8645239908706035E+00
  2.8788597127067463E+00 -1.1199725345370930E+00  3.8645239908706035E+00
 -2.8788597127067463E+00 -1.1199725345370930E+00 -3.8645239908706035E+00
 -8.2253134648764181E-01 -1.6799588018056395E+00  4.5820902915035271E+00
 -8.2253134648764181E-01  1.6799588018056395E+00  4.5820902915035271E+00
  8.2253134648764181E-01  1.6799588018056395E+00 -4.5820902915035271E+00
  8.2253134648764181E-01 -1.6799588018056395E+00 -4.5820902915035271E+00
 -4.1126567324382091E-01 -3.9199038708798257E+00  2.9934630284976325E+00
  4.1126567324382091E-01 -3.9199038708798257E+00 -2.9934630284976325E+00
 -4.1126567324382091E-01  3.9199038708798257E+00  2.9934630284976325E+00
  4.1126567324382091E-01  3.9199038708798257E+00 -2.9934630284976325E+00
 -2.0563283662191045E+00 -4.4798901381483720E+00  4.5067889907354036E-01
  2.0563283662191045E+00 -4.4798901381483720E+00 -4.5067889907354036E-01
 -2.0563283662191045E+00  4.4798901381483720E+00  4.5067889907354036E-01
  2.0563283662191045E+00  4.4798901381483720E+00 -4.5067889907354036E-01
  8.2253134648764181E-01 -3.9199038708798257E+00  2.9103671244524065E+00
  8.2253134648764181E-01  3.9199038708798257E+00  2.9103671244524065E+00
 -8.2253134648764181E-01 -3.9199038708798257E+00 -2.9103671244524065E+00
 -8.2253134648764181E-01  3.9199038708798257E+00 -2.9103671244524065E+00
 -2.8788597127067463E+00 -3.3599176036112790E+00  2.2230976595935923E+00
  2.8788597127067463E+00 -3.3599176036112790E+00 -2.2230976595935923E+00
  2.8788597127067463E+00  3.3599176036112790E+00 -2.2230976595935923E+00
 -2.8788597127067463E+00  3.3599176036112790E+00  2.2230976595935923E+00
 -4.1126567324382091E-01 -2.2399450690741860E+00  4.3982987939893698E+00
  4.1126567324382091E-01  2.2399450690741860E+00 -4.3982987939893698E+00
 -4.1126567324382091E-01  2.2399450690741860E+00  4.3982987939893698E+00
  4.1126567324382091E-01 -2.2399450690741860E+00 -4.3982987939893698E+00
  2.0563283662191045E+00  4.4798901381483720E+00  4.8587827792095134E-01
 -2.0563283662191045E+00 -4.4798901381483720E+00 -4.8587827792095134E-01
  2.0563283662191045E+00 -4.4798901381483720E+00  4.8587827792095134E-01
 -2.0563283662191045E+00  4.4798901381483720E+00 -4.8587827792095134E-01
 -1.6450626929752836E+00 -3.9199038708798257E+00 -2.5427841294240920E+00
  1.6450626929752836E+00 -3.9199038708798257E+00  2.5427841294240920E+00
  1.6450626929752836E+00  3.9199038708798257E+00  2.5427841294240920E+00
 -1.6450626929752836E+00  3.9199038708798257E+00 -2.5427841294240920E+00
  1.2337970197314627E+00 -5.5998626726854650E-01 -4.7658817890176843E+00
  1.2337970197314627E+00  5.5998626726854650E-01 -4.7658817890176843E+00
 -1.2337970197314627E+00  5.5998626726854650E-01  4.7658817890176843E+00
 -1.2337970197314627E+00 -5.5998626726854650E-01  4.7658817890176843E+00
  4.5239224056820300E+00  0.0000000000000000E+00 -2.0217064726557297E+00
 -4.5239224056820300E+00  0.0000000000000000E+00  2.0217064726557297E+00
  4.1126567324382091E+00  0.0000000000000000E+00 -2.7744721521360645E+00
 -4.1126567324382091E+00  0.0000000000000000E+00  2.7744721521360645E+00
 -8.2253134648764181E-01  4.4798901381483720E+00 -1.9738099474579149E+00
  8.2253134648764181E-01 -4.4798901381483720E+00  1.9738099474579149E+00
 -8.2253134648764181E-01 -4.4798901381483720E+00 -1.9738099474579149E+00
  8.2253134648764181E-01  4.4798901381483720E+00  1.9738099474579149E+00
 -2.0563283662191045E+00 -1.6799588018056395E+00  4.1969076070515072E+00
  2.0563283662191045E+00  1.6799588018056395E+00 -4.1969076070515072E+00
  2.0563283662191045E+00 -1.6799588018056395E+00 -4.1969076070515072E+00
 -2.0563283662191045E+00  1.6799588018056395E+00  4.1969076070515072E+00
  3.2901253859505672E+00  5.5998626726854650E-01  3.6807324933564463E+00
 -3.2901253859505672E+00 -5.5998626726854650E-01 -3.6807324933564463E+00
 -3.2901253859505672E+00  5.5998626726854650E-01 -3.6807324933564463E+00
  3.2901253859505672E+00 -5.5998626726854650E-01  3.6807324933564463E+00
  4.9351880789258509E+00 -5.5998626726854650E-01  1.3589497231634229E-01
 -4.9351880789258509E+00  5.5998626726854650E-01 -1.3589497231634229E-01
  4.9351880789258509E+00  5.5998626726854650E-01  1.3589497231634229E-01
 -4.9351880789258509E+00 -5.5998626726854650E-01 -1.3589497231634229E-01
 -4.5239224056820300E+00  1.1199725345370930E+00 -1.7245222353222371E+00
 -4.5239224056820300E+00 -1.1199725345370930E+00 -1.7245222353222371E+00
  4.5239224056820300E+00  1.1199725345370930E+00  1.7245222353222371E+00
  4.5239224056820300E+00 -1.1199725345370930E+00  1.7245222353222371E+00
 -2.8788597127067463E+00 -2.7999313363427323E+00 -2.9279668138761119E+00
  2.8788597127067463E+00 -2.7999313363427323E+00  2.9279668138761119E+00
 -2.8788597127067463E+00  2.7999313363427323E+00 -2.9279668138761119E+00
  2.8788597127067463E+00  2.7999313363427323E+00  2.9279668138761119E+00
 -4.9351880789258509E+00  0.0000000000000000E+00 -6.0417356081358808E-01
  4.9351880789258509E+00  0.0000000000000000E+00  6.0417356081358808E-01
  0.0000000000000000E+00 -1.6799588018056395E+00 -4.6827858849724588E+00
  0.0000000000000000E+00 -1.6799588018056395E+00  4.6827858849724588E+00
  0.0000000000000000E+00  1.6799588018056395E+00  4.6827858849724588E+00
  0.0000000000000000E+00  1.6799588018056395E+00 -4.6827858849724588E+00
  4.1126567324382091E+00  2.7999313363427323E+00  3.5199378847410867E-02
  4.1126567324382091E+00 -2.7999313363427323E+00  3.5199378847410867E-02
 -4.1126567324382091E+00  2.7999313363427323E+00 -3.5199378847410867E-02
 -4.1126567324382091E+00 -2.7999313363427323E+00 -3.5199378847410867E-02
 -2.8788597127067463E+00  3.9199038708798257E+00 -1.0548524598871285E+00
  2.8788597127067463E+00 -3.9199038708798257E+00  1.0548524598871285E+00
 -2.8788597127067463E+00 -3.9199038708798257E+00 -1.0548524598871285E+00
  2.8788597127067463E+00  3.9199038708798257E+00  1.0548524598871285E+00
 -4.9351880789258509E+00  5.5998626726854650E-01  3.3238361618090351E-01
  4.9351880789258509E+00  5.5998626726854650E-01 -3.3238361618090351E-01
 -4.9351880789258509E+00 -5.5998626726854650E-01  3.3238361618090351E-01
  4.9351880789258509E+00 -5.5998626726854650E-01 -3.3238361618090351E-01
  1.2337970197314627E+00 -4.4798901381483720E+00  1.7900184499437575E+00
 -1.2337970197314627E+00  4.4798901381483720E+00 -1.7900184499437575E+00
  1.2337970197314627E+00  4.4798901381483720E+00  1.7900184499437575E+00
 -1.2337970197314627E+00 -4.4798901381483720E+00 -1.7900184499437575E+00
  8.2253134648764181E-01  1.1199725345370930E+00  4.7834814784413897E+00
  8.2253134648764181E-01 -1.1199725345370930E+00  4.7834814784413897E+00
 -8.2253134648764181E-01  1.1199725345370930E+00 -4.7834814784413897E+00
 -8.2253134648764181E-01 -1.1199725345370930E+00 -4.7834814784413897E+00
